ID,Name,Email,Age,JoinDate,Salary,Department,Remarks
7941,Kimberly Graham,brandon19@gmail.com,28.0,2024-10-17,86920.9,,Average
7942,Jacqueline Hayden,zstewart@yahoo.com,22.0,2022-12-11,100165.4,,
7943,Gerald Sanders,schultzkarla@gmail.com,62.0,2020-08-04,73917.4,,Average
7944,Matthew Meyers,trevorfrank@williams.org,36.0,2020-07-05,72495.07,,
7945,Stephanie Mcbride,pamela72@cook.com,53.0,2023-09-30,94614.17,,Poor
7946,Brian Thomas,lanceyates@summers.com,37.0,2022-11-26,82857.55,HR,
7947,Anthony Johnson,mtaylor@hotmail.com,38.0,2021-11-07,117107.61,HR,
7948,Austin Dudley,laurensimpson@hotmail.com,33.0,2024-10-06,118595.22,,Poor
7949,Theodore Burns,martinmurphy@hotmail.com,31.0,2024-11-20,109100.61,,Good
7950,Kevin Berry,nweiss@rodriguez-perkins.org,26.0,2023-11-08,68335.96,Finance,
7951,Franklin Harrison,kevincollins@gomez.com,48.0,2025-05-03,105153.55,,
7952,Joshua Garrett,abigailmcknight@perry.com,24.0,2021-08-11,117530.73,,
7953,Grace Bryant,charles44@mcconnell.com,37.0,2024-06-23,100627.74,Engineering,
7954,Richard Brown,jessica10@chase.org,38.0,2023-01-21,48055.59,HR,
7955,Christine Huynh PhD,kimberly40@vazquez.com,39.0,2023-02-19,58957.56,HR,Poor
7956,Lindsay Allen,maurice92@rogers.biz,67.0,2021-02-17,,HR,Average
7957,Hannah Gaines,terry68@brock-burns.com,35.0,2022-12-26,64877.19,HR,
7958,Bryan Reynolds,riversfrancisco@choi-ramirez.info,45.0,2024-07-08,,HR,
7959,Nicole Armstrong,hickslynn@gmail.com,57.0,2024-03-07,89304.84,HR,Good
7960,Matthew Martin,belindazuniga@gmail.com,33.0,2023-12-13,69486.09,,
7961,Matthew Miller,kevin63@kelly.com,47.0,2020-10-23,85570.71,HR,Poor
7962,Billy Serrano,aphillips@hotmail.com,56.0,2023-05-07,32345.43,,
7963,Brett Mcdonald,peter61@yahoo.com,69.0,2024-09-10,30283.76,Engineering,
7964,Robert Gilmore,kathleen44@gmail.com,67.0,2025-03-28,113367.52,Finance,Average
7965,Aaron Olson,lisahuber@gmail.com,49.0,2021-12-06,118013.5,HR,Good
7966,Tammy Ramirez,robinjackson@gmail.com,56.0,2023-06-22,43406.87,Engineering,Poor
7967,Timothy Brown,padillavincent@perkins.com,26.0,2023-07-06,74918.98,,Poor
7968,Keith Schultz,nicholas47@gmail.com,,2024-09-23,60495.69,Engineering,Average
7969,Cassidy Mitchell,hector40@morrison-henderson.com,37.0,2021-02-08,47449.31,Engineering,Poor
7970,Rickey Hancock,smithcrystal@hull.com,18.0,2021-09-12,96545.34,Finance,Poor
7971,Samantha Jacobs,scott52@hotmail.com,56.0,2024-04-13,101390.17,Sales,Average
7972,Bradley Holmes,olsonmelissa@ayers.com,22.0,2020-07-23,54731.77,,Good
7973,Cynthia Lee,christineclarke@wallace-ayala.com,49.0,2025-01-18,63950.19,Sales,Poor
7974,Angel Howard,youngkelly@yahoo.com,60.0,2020-08-09,32453.21,Engineering,Good
7975,James Gallegos,jeanne23@gmail.com,32.0,2021-01-22,53819.95,Sales,
7976,Kelly Spencer,ylester@hotmail.com,29.0,2023-09-10,102743.88,Sales,Average
7977,Robin Peters,christina20@gmail.com,43.0,2024-12-26,52409.28,,Average
7978,Kent Solis,calvarez@hotmail.com,63.0,2023-07-05,108991.14,Finance,Good
7979,Alexandra Foley DDS,brian10@hotmail.com,35.0,2021-06-10,104190.75,,Good
7980,Christian Lawson,sarah62@shelton-turner.biz,53.0,2024-10-11,92958.37,HR,Good
7981,Heather Church,heather74@gmail.com,58.0,2022-06-08,,Engineering,Average
7982,Christine Smith,lisaortiz@yahoo.com,24.0,2022-10-22,31845.31,Finance,
7983,Riley Ray,ingramtammy@yahoo.com,64.0,2023-12-29,98202.96,Sales,Average
7984,Anthony Willis,martinezpaul@yahoo.com,36.0,2023-11-06,75887.86,Sales,
7985,Sandra Liu,eburke@hotmail.com,63.0,2024-03-11,48777.49,HR,Poor
7986,Kyle Rodgers Jr.,salinasjudy@walters.com,61.0,2020-08-18,44399.94,Sales,
7987,Victoria Gomez,derrickgilmore@reid.org,22.0,2022-11-09,73854.29,Sales,Average
7988,Dawn Gilbert,sgreen@chambers-fowler.info,28.0,2022-12-18,,Finance,
7989,Brent Ewing,powersjamie@hotmail.com,19.0,2022-05-08,117386.98,Sales,Average
7990,Mr. Samuel Payne,uponce@hotmail.com,44.0,2025-03-10,65549.13,Finance,
7991,Scott Fisher,josephvega@spence-robinson.info,69.0,2022-05-08,82754.83,HR,Good
7992,Rhonda Davies,leetimothy@harris-johnson.com,64.0,2022-02-04,100241.37,Engineering,
7993,Wendy Thompson,valerie95@hotmail.com,31.0,2022-03-21,60827.62,Sales,Average
7994,Aaron Miller,foxthomas@gmail.com,46.0,2021-03-20,77730.13,HR,Poor
7995,Danielle Garcia,brittany66@hotmail.com,28.0,2021-12-02,58966.75,Sales,Average
7996,Melissa Cole,whitney24@wilson.biz,39.0,2021-01-26,90038.09,Sales,
7997,Chad Rodriguez,jameshendricks@whitney-turner.biz,51.0,2020-07-04,118358.84,Finance,
7998,Andrew Nichols,russellrhonda@gmail.com,28.0,2022-02-16,105062.07,HR,Good
7999,Jeffrey Turner,danadavis@key.com,47.0,2023-06-05,83726.61,,Poor
8000,Alexis Reed,benjaminlowery@gmail.com,18.0,2022-06-13,59861.17,HR,Poor
8001,David Reid,tsmith@hotmail.com,57.0,2020-10-25,94905.25,,
8002,Charlene Reyes,nfrancis@king.org,51.0,2023-01-03,116273.05,Sales,Poor
8003,Nicholas Ramsey,johnfisher@hotmail.com,32.0,2020-07-01,100144.43,Sales,Poor
8004,Victoria Anderson,mwalker@hotmail.com,65.0,2023-10-05,90819.19,,Average
8005,David Meyer,hannahperkins@willis-downs.com,48.0,2023-12-14,,Finance,Good
8006,Jason Campos,ubrown@martin.com,28.0,2025-01-20,49637.92,Engineering,Good
8007,John Blackwell,powelljeffrey@young.com,68.0,2024-02-27,102115.1,Engineering,Average
8008,Jill Robertson,williamwilliams@powell-johnston.com,22.0,2024-06-05,50573.64,Engineering,Good
8009,Tony Carter,iharris@perez.info,31.0,2024-02-07,95031.55,Sales,
8010,Susan Payne,kelseywilson@osborne.biz,37.0,2020-12-31,34984.03,Finance,
8011,Dennis Stout,juliecampos@hotmail.com,61.0,2025-06-20,110572.65,Sales,
8012,Hannah Baker,jennifer23@hotmail.com,29.0,2025-02-21,79805.74,HR,
8013,Claudia Jones,caseyrachel@morrison-carter.biz,19.0,2020-06-22,116375.19,HR,Average
8014,Megan Hall,unknown,61.0,2020-07-06,31588.05,Engineering,
8015,Jim Osborne,wbernard@french-duncan.biz,33.0,2022-09-28,109680.86,Finance,Good
8016,Elizabeth Moran,perkinsmichelle@walters-alvarez.info,65.0,2022-10-23,100592.75,Engineering,Average
8017,Erin Newman,walkerjasmine@roberts.com,,2024-07-02,105121.21,HR,Poor
8018,Douglas Golden,tonyabush@nguyen-davis.com,66.0,2023-03-25,86749.97,Engineering,Average
8019,Kristin Williams,russelljonathan@thomas.org,52.0,2020-09-30,,,Good
8020,April Medina,henryrodriguez@burns-smith.info,36.0,2021-08-25,109300.1,Sales,Poor
8021,Laura Becker,pflores@gomez.com,39.0,2024-04-11,54475.44,Sales,Good
8022,Mary Burton,vargasmichael@gmail.com,69.0,2023-10-27,32465.25,Finance,Average
8023,Adam Fisher,wesleywilliams@hayes.com,65.0,2023-08-29,35586.46,HR,
8024,Catherine Green,jenniferramos@yahoo.com,55.0,2021-04-17,111342.92,,
8025,Troy Ball,danieljones@yahoo.com,41.0,2024-09-24,35841.18,Finance,Good
8026,Brenda Carson,mcgrathronald@combs.com,30.0,2022-10-09,92342.75,,
8027,Mr. Edward Taylor,harveybenjamin@hotmail.com,66.0,2022-03-19,93403.47,Engineering,
8028,Charles Benton,johnsonjoel@hotmail.com,30.0,2024-06-04,63536.91,Sales,Average
8029,Patricia Garcia,kthompson@ramirez.info,62.0,2022-11-04,113054.18,,
8030,Tonya Coleman,jjohnson@wright-dean.com,26.0,2024-08-31,103202.23,Sales,Good
8031,David Morris,nlewis@yahoo.com,62.0,2021-10-15,69312.17,Sales,Good
8032,Ms. Cynthia Day,rherrera@barrett-greene.com,28.0,2020-06-22,94613.81,HR,Good
8033,Misty Jones,stephanie67@newman.net,49.0,2024-07-19,84272.65,Sales,Average
8034,Ethan Medina,mullinsmonique@gmail.com,42.0,2021-04-02,72359.95,Engineering,Good
8035,Anna Floyd,valentinecourtney@martin.com,55.0,2021-06-11,89750.73,HR,Average
8036,Adam Herman,gabriellebuck@hotmail.com,25.0,2024-07-20,,Sales,Good
8037,Brandon Green,lyonsjeffrey@kelly-guerra.info,19.0,2022-07-29,107055.47,,Poor
8038,Michael Castaneda,robert78@mckenzie-robertson.com,18.0,2025-06-08,62627.54,Sales,Poor
8039,Matthew Rose,dhernandez@king-navarro.biz,22.0,2023-05-23,61217.47,,Poor
8040,Emily Church,dwilliams@hotmail.com,36.0,2024-05-24,75662.01,Engineering,Average
8041,Jacqueline Huffman,oscott@adams.org,29.0,2020-12-03,68699.29,,
8042,Christina Craig,aberry@yahoo.com,52.0,2024-04-17,95962.06,Engineering,
8043,Megan Dixon,akelley@anderson.com,28.0,2021-05-31,77274.66,Finance,Poor
8044,Brianna Hartman,maryedwards@weiss.info,47.0,2024-06-06,47353.91,Engineering,
8045,Daniel Terry,davidcastaneda@yahoo.com,66.0,2024-11-24,60340.96,Engineering,Average
8046,Lisa Jones,victoriaglenn@gmail.com,54.0,2022-12-22,45696.28,,Poor
8047,Elizabeth Moore,qjones@yahoo.com,32.0,2024-04-15,106044.6,Finance,Average
8048,April Meyer,lauren21@green.com,56.0,2023-02-19,54798.37,Finance,
8049,Aaron Elliott,jacob34@gmail.com,61.0,2020-11-14,117776.46,Engineering,
8050,Theresa Butler,wilsonkevin@mckenzie-daniels.info,61.0,2024-06-14,71870.13,,Average
8051,Jerome Green,tammy78@hart.com,68.0,2021-03-27,,HR,Poor
8052,Amy Schultz,uharrington@hotmail.com,28.0,2023-07-24,39228.61,Sales,
8053,Dylan Travis,hollyflores@miller.com,22.0,2023-07-21,56085.78,,Average
8054,Kyle Castillo,usimmons@meyers.net,31.0,2023-05-14,101184.5,Engineering,
8055,James Perry,gdodson@johnson.com,31.0,2025-05-30,92430.31,HR,
8056,Rachel Suarez,nelliott@smith.org,38.0,2021-07-31,79893.04,Engineering,Poor
8057,Michelle Davis,david74@clark.com,68.0,2023-10-10,46763.18,HR,Poor
8058,Victoria Lewis,ypearson@landry.com,21.0,2024-11-26,47782.02,Finance,Poor
8059,Jaime Cunningham,dknight@armstrong-gates.com,27.0,2025-05-29,94250.56,HR,Poor
8060,James Noble,brian74@gmail.com,54.0,2024-08-26,118229.65,Finance,Poor
8061,Teresa Rush,hernandeztimothy@warner.com,68.0,2025-03-23,107205.83,Sales,Poor
8062,Katherine Martinez,alejandro11@frye.info,36.0,2023-03-01,40041.83,,Average
8063,Jonathan Hunt,mcphersonsean@jones.com,59.0,2024-07-08,37724.19,HR,Poor
8064,Ashley Williams,irwinronald@moore.com,44.0,2022-08-27,109431.93,HR,
8065,Melissa Avery,brookschristina@miller.com,27.0,2024-11-05,91835.41,Engineering,Average
8066,Edward Johnson,pbrennan@warner-west.com,33.0,2024-03-12,64773.9,,Average
8067,Kyle Estes,fwilliams@gmail.com,38.0,2021-09-16,100653.86,HR,Poor
8068,Erica Nguyen,brandonclark@foster-chambers.com,68.0,2021-04-21,32665.43,Sales,Poor
8069,Kaylee Allen,benjamin95@gmail.com,67.0,2023-06-13,105125.38,HR,
8070,Traci Nguyen,renee39@dennis.com,37.0,2021-12-05,51831.45,,Good
8071,Steven Miles,gsanchez@yahoo.com,27.0,2025-03-14,91035.16,Finance,
8072,Jessica Collins,shelly24@rivera.info,29.0,2024-11-20,43494.92,Sales,Poor
8073,Alan Soto,brianmoore@martinez-lawson.com,33.0,2023-04-11,84964.91,Engineering,Poor
8074,Victoria Ramos,davisjohn@hotmail.com,53.0,2025-02-22,91567.84,HR,Poor
8075,Sherry Freeman,clarktina@hotmail.com,34.0,2021-12-08,,Sales,Good
8076,Charles Simon,shawnfoster@knox.com,51.0,2025-05-05,38801.43,Finance,Good
8077,Kenneth Mccoy,robertschultz@gomez.com,56.0,2024-05-03,47711.23,Engineering,Poor
8078,Denise Anderson,daviskrista@yahoo.com,22.0,2021-07-02,87293.21,,Poor
8079,Sylvia Ramos,weaverjohn@yahoo.com,20.0,2020-11-12,108288.74,Finance,Average
8080,Claire Mcgrath,clarkjacob@gmail.com,18.0,2021-11-20,,Finance,Poor
8081,Tyler Brown,robert05@hotmail.com,70.0,2021-07-31,55134.84,Engineering,
8082,Eric Davis Jr.,eringarcia@gmail.com,35.0,2023-09-20,70725.54,Engineering,
8083,Stacy Campbell,phensley@wood-ward.com,56.0,2020-07-17,77650.55,Finance,Average
8084,Malik White,hpreston@yahoo.com,64.0,2023-07-24,54153.99,Finance,Poor
8085,Virginia Armstrong,jennifercervantes@gmail.com,25.0,2022-01-25,104354.91,Engineering,Good
8086,Jennifer Evans,jeffbrown@owens-perez.info,27.0,2023-11-06,54900.04,Sales,Average
8087,Robert Jones,johnsoneric@williams.com,69.0,2023-04-08,87463.51,Engineering,
8088,Andrew Davis,johnsonsheila@gmail.com,58.0,2020-06-29,54735.63,HR,
8089,Mark Herman,robertortiz@hotmail.com,47.0,2024-05-07,44854.74,,
8090,Leslie Carroll,montgomerylisa@yahoo.com,54.0,2021-02-24,48641.5,Engineering,Average
8091,Bruce Potter,wlee@zuniga-howe.net,37.0,2023-09-20,101706.27,,
8092,Rhonda Wright,uflores@kelly-cobb.com,62.0,2022-03-11,104615.28,Engineering,
8093,Lori Graham,ogarcia@yahoo.com,18.0,2025-04-11,65008.83,Sales,Good
8094,Jamie Bryant,kflores@yahoo.com,24.0,2021-08-31,100430.75,Sales,
8095,Marilyn Sparks,hartchristina@yahoo.com,49.0,2020-06-21,115277.58,,Good
8096,Kristina Burnett,otapia@hall-arias.net,45.0,2020-09-02,63684.17,Finance,
8097,Beth Jensen,johnsonmatthew@watson.net,25.0,2025-04-13,99046.51,Engineering,
8098,Ashley Warner,amandabrown@gonzalez-madden.com,60.0,2023-12-12,117117.36,Engineering,
8099,Lisa Manning,mahoneymichael@thomas.org,67.0,2022-10-08,84591.01,Finance,Good
8100,Christopher Mendoza,brandoncisneros@yahoo.com,44.0,2021-08-08,80592.33,,Average
8101,Kayla Andrews,ethanmullins@shelton-salinas.com,29.0,2022-08-13,118978.46,Sales,Poor
8102,Matthew Joseph,ellencrawford@martinez-duncan.com,27.0,2024-10-12,115932.2,Engineering,Poor
8103,Jennifer Roberts,roberthoffman@jefferson.com,68.0,2021-05-15,38025.45,Engineering,
8104,Jennifer Lawrence,quinnkathleen@drake.biz,41.0,2021-06-26,108982.76,HR,
8105,Adriana Weaver,elizabethhiggins@johnson.com,29.0,2022-02-21,51678.37,HR,
8106,Dylan Andersen,zbryant@hotmail.com,26.0,2024-05-30,93706.26,Engineering,Poor
8107,Amanda Taylor,diane57@gallegos-gomez.com,62.0,2024-11-07,74170.32,,
8108,John Tucker,youngshannon@weaver-rogers.net,66.0,2024-01-17,35841.37,Engineering,Poor
8109,John Friedman,nsingh@sanchez.com,45.0,2021-01-12,111392.75,Sales,Good
8110,Tanya Murphy,alexandra02@gmail.com,60.0,2023-02-13,79745.38,Sales,Poor
8111,Karl Robinson,prestondaniel@quinn-west.com,29.0,2024-12-31,86472.53,Sales,Good
8112,Raymond Stewart,david60@yahoo.com,66.0,2023-12-28,41625.94,Sales,Good
8113,Todd Fernandez,edward20@hotmail.com,19.0,2022-03-15,67810.56,HR,
8114,Beth Cook,teresajimenez@hotmail.com,18.0,2022-08-15,30578.7,HR,Good
8115,Daniel Martinez,megan20@bell-jones.info,66.0,2024-08-07,58249.77,,
8116,Todd Ortega,riggsseth@bennett-lopez.biz,54.0,2022-01-17,56280.27,,
8117,Aaron Wright,mary24@butler.com,29.0,2024-07-25,106435.43,Finance,Good
8118,Mary Schultz,billgarcia@jones-brennan.biz,42.0,2025-01-31,72488.14,Sales,Average
8119,Billy Harrington,itaylor@hotmail.com,26.0,2024-03-06,37868.92,Engineering,Average
8120,Alison Scott,kevinjohnson@yahoo.com,35.0,2023-11-05,54846.2,Engineering,Average
8121,Joshua Jones,douglassmith@gmail.com,,2020-10-11,99667.72,HR,Poor
8122,Christopher Singleton,sarah58@gmail.com,30.0,2024-06-17,79770.08,,
8123,Peter Serrano,michael45@mercado.org,66.0,2021-04-06,42901.61,HR,Average
8124,Michael Jones,tmurphy@webster.com,56.0,2023-07-22,,,Good
8125,Jamie Evans,unknown,67.0,2021-09-28,52968.34,,
8126,Ashley Caldwell,susancarney@yahoo.com,26.0,2021-09-28,42145.66,Sales,
8127,Tyrone Williams,glane@alvarado.info,51.0,2025-05-24,35078.3,Sales,Average
8128,Paul Martin,stevenmartinez@hotmail.com,54.0,2021-09-15,40579.3,Sales,Good
8129,Tyler Richardson,michael06@hotmail.com,62.0,2024-08-24,35649.37,Finance,Poor
8130,Jorge Arnold,mullenrobert@gmail.com,36.0,2024-03-11,46865.18,HR,Good
8131,Patrick Adams,unknown,36.0,2024-08-14,72918.53,Engineering,
8132,Corey Thomas,carljones@hotmail.com,47.0,2024-09-02,103591.69,Finance,Poor
8133,David Christensen,mirandalane@hotmail.com,35.0,2020-12-14,108773.96,,Poor
8134,Andrew Lee,uprice@gmail.com,33.0,2021-07-17,46385.03,Finance,Average
8135,Daniel Schmidt,sanchezsamantha@yahoo.com,46.0,2021-07-17,113504.4,HR,
8136,Miss Amber Ross MD,howemaria@hotmail.com,19.0,2025-05-20,38933.95,Engineering,Good
8137,Robert Gilbert,nbaker@gmail.com,48.0,2021-09-26,66230.85,Engineering,Good
8138,Alexa Rangel,robbinsgrant@allen-schmidt.org,41.0,2024-10-24,107902.5,Engineering,
8139,Brett Chapman,weberjanet@gmail.com,49.0,2020-11-01,,Engineering,
8140,Gina Mclean,daniellereid@finley.org,65.0,2022-02-21,,Finance,
8141,Robin Carpenter,shieldsellen@gmail.com,68.0,2023-12-01,59436.95,Sales,
8142,Stephanie Morales,luke18@yahoo.com,20.0,2021-12-21,63563.13,,
8143,Nathan Keller,gdixon@hotmail.com,32.0,2022-01-24,117966.65,HR,Average
8144,Nathaniel Wade,williamsonjason@gmail.com,40.0,2024-09-28,111359.92,Finance,Good
8145,Mr. Anthony Morris,rgonzales@williamson.info,19.0,2022-10-11,79982.09,,Average
8146,Tina Daniels,vsutton@delgado.com,64.0,2025-05-09,98282.26,Finance,
8147,Michael Joseph,sbutler@jones-alexander.com,27.0,2023-12-05,115339.53,Sales,Average
8148,Mr. Andrew Hayes,juliacarr@hotmail.com,48.0,2020-09-14,47309.36,,Poor
8149,Katherine Reyes,hallcrystal@yahoo.com,33.0,2021-03-24,46380.03,,
8150,Michael Dunn,tinarios@gmail.com,69.0,2024-11-28,60683.89,,
8151,Sabrina Dunlap,renee86@tran.com,47.0,2023-05-28,57880.65,Engineering,
8152,Valerie Davis,chaneymaria@hotmail.com,46.0,2024-01-03,62013.0,Engineering,Average
8153,William Roberson,ljohnson@hotmail.com,29.0,2022-10-06,38933.96,Finance,
8154,Mary Benton,leongloria@hotmail.com,60.0,2023-10-31,38621.49,,Average
8155,Debra Gross,donald29@johnson.com,34.0,2025-05-07,41868.21,,
8156,Karen Smith,hickslawrence@gmail.com,69.0,2021-06-23,82005.13,Engineering,
8157,Rebecca Hayes,cowanphillip@hall-shaw.biz,34.0,2023-01-02,117668.44,HR,Average
8158,Rebecca Brooks,madison71@white-kelly.info,48.0,2025-06-18,78753.49,HR,Average
8159,William Dickson,bartlettjessica@gmail.com,35.0,2022-05-02,70721.53,Finance,
8160,Phillip Swanson,sabrina97@yahoo.com,22.0,2024-11-26,60908.64,,
8161,Benjamin Jackson,vincent56@gmail.com,49.0,2022-02-28,31858.04,Finance,Poor
8162,Nicole Mcclure DDS,delgadojacob@yahoo.com,41.0,2021-11-11,,Sales,
8163,Doris Rodgers,qevans@roberts.org,64.0,2024-03-12,47547.7,Engineering,Poor
8164,Stephen Nelson,michele34@hotmail.com,54.0,2023-11-07,66035.39,Engineering,Poor
8165,Dr. Peter Smith,landrylisa@yahoo.com,63.0,2023-01-03,98972.23,Engineering,
8166,Larry Becker,garciaclinton@conway.org,18.0,2020-10-25,94794.9,Finance,
8167,Gary Norman,harrisonvirginia@pham.net,,2024-06-30,105465.66,HR,
8168,Brad Kelly,cantrellangela@hotmail.com,35.0,2021-10-28,44712.87,Sales,
8169,Patrick Ramirez,stantoncaitlin@hotmail.com,37.0,2024-06-16,34056.27,Finance,Poor
8170,Charles Mccarty,jennifer00@kim-morales.com,70.0,2021-11-01,108072.98,,Poor
8171,Jason Collier,jared99@yahoo.com,38.0,2021-05-23,30855.94,HR,Poor
8172,Debbie Jones,john37@gmail.com,33.0,2024-07-03,44058.75,Finance,
8173,Luke Dixon,whicks@yahoo.com,63.0,2024-08-18,113684.41,HR,Average
8174,Chad Mejia,robertomoreno@thomas-little.info,44.0,2020-08-08,77338.08,HR,
8175,Patrick Owens,jordanmargaret@hotmail.com,63.0,2022-09-07,72487.77,Engineering,
8176,Christian Cole,iwolf@yahoo.com,28.0,2021-11-08,76244.47,,Average
8177,Tina Anthony,chase39@gmail.com,43.0,2021-05-02,104096.96,Finance,Poor
8178,Justin Morgan,sean76@yahoo.com,37.0,2025-04-18,73034.37,Engineering,Average
8179,Anthony French,floresdaniel@hotmail.com,34.0,2022-12-31,100735.42,HR,
8180,Kathleen Whitehead,unknown,25.0,2023-11-03,36590.82,HR,Poor
8181,Ian Smith,xspencer@yahoo.com,21.0,2022-05-23,73830.49,HR,Good
8182,Rebecca Figueroa,valeriehiggins@yahoo.com,59.0,2021-08-22,,Finance,
8183,Nicholas Mcintosh,pattersondavid@mosley.com,60.0,2024-04-06,61011.27,Finance,Good
8184,Michael Moore,sgarcia@turner.biz,67.0,2022-10-30,47935.56,Finance,
8185,Christopher Holden,howardtrevor@yahoo.com,69.0,2020-10-01,113156.55,Finance,Good
8186,Jennifer Franklin,robert23@snow.org,26.0,2025-05-03,94118.2,HR,Poor
8187,David Oneill,christopher17@yahoo.com,22.0,2023-07-27,83154.34,Sales,Average
8188,Karen Levy,barnettjohn@rose.net,28.0,2024-02-06,,HR,
8189,Mario Jackson,vmartin@williams.biz,22.0,2023-03-22,118446.34,HR,Good
8190,Keith Johnson,sjohnson@yahoo.com,39.0,2020-07-20,60877.83,Engineering,
8191,Jeremy Williams,dramirez@yahoo.com,68.0,2024-06-14,97622.73,,Average
8192,Melissa Riley,hmorris@parks.com,28.0,2024-05-02,78063.5,Sales,
8193,Andrew Fitzgerald,likenneth@yahoo.com,18.0,2022-10-27,52469.67,HR,Good
8194,David King,ewong@myers.com,50.0,2022-11-12,95798.48,Engineering,Average
8195,Mark Hahn,jimpratt@diaz.com,63.0,2025-01-08,31449.83,Engineering,
8196,Michael Campbell,ryansosa@gmail.com,44.0,2023-09-25,59670.06,Finance,Average
8197,Sabrina Thomas,williamsjoel@perry-reeves.info,49.0,2020-09-30,114053.0,Engineering,Average
8198,,solomonbeth@greene.com,,2024-06-21,88825.53,HR,
8199,Steven Mckenzie,kharris@clarke.com,31.0,2023-05-28,95521.56,Sales,Good
8200,Christopher Rodriguez,smithmichael@hurst.org,33.0,2024-10-01,69185.85,HR,
8201,John Gill,rollinssamantha@rosales.com,44.0,2021-01-02,81696.12,HR,
8202,Julie Moore,richard94@lewis.com,70.0,2023-04-07,48736.68,,Poor
8203,Mrs. Paula Nelson DVM,pnichols@hotmail.com,55.0,2022-04-01,113661.55,HR,Good
8204,Katherine Porter,kathywright@gmail.com,48.0,2020-06-24,106608.83,Sales,Poor
8205,George Leblanc,xblake@hotmail.com,59.0,2024-04-06,53446.78,Sales,Poor
8206,Craig Kim,mccannrussell@yahoo.com,51.0,2023-09-29,39209.56,Engineering,Poor
8207,Lisa Ball,wcooper@sampson-cole.net,42.0,2023-08-26,64047.58,Finance,
8208,Erica Smith,xdavis@gmail.com,24.0,2020-12-18,59198.46,HR,Good
8209,Douglas Cohen,riverajohn@brown.com,55.0,2021-01-02,117517.44,Engineering,Average
8210,Michael Day,theresawhite@gutierrez.com,25.0,2022-02-23,33356.24,,Good
8211,Michael Patterson,michelle65@osborne-herrera.com,29.0,2022-02-26,115638.43,Finance,Poor
8212,Nicholas Smith,ewilson@gmail.com,25.0,2020-07-14,72710.01,Engineering,Poor
8213,Zachary Cook,philipgreene@taylor.info,49.0,2025-03-22,91499.96,HR,Good
8214,Benjamin Kirby,unknown,60.0,2022-02-18,46932.71,Finance,Average
8215,Douglas Cooke,gfrost@barnes-lyons.com,36.0,2023-03-20,71499.95,Finance,Poor
8216,Samantha Bryant,angela90@yahoo.com,26.0,2021-07-20,36774.63,Sales,Good
8217,Cameron Shepherd,julie83@rivera-lopez.com,57.0,2020-12-08,45933.66,HR,
8218,Keith Moore,colekevin@gmail.com,23.0,2024-09-01,47799.07,Sales,Poor
8219,Julie Dunn,qowens@ortega.org,41.0,2023-12-20,38839.94,Engineering,
8220,Steven Hernandez,sscott@yahoo.com,38.0,2024-05-03,99286.06,,Average
